 lambda {Learning rate} {Batch size} {Epochs for convergence} {Training time [s]}
   0.0E+00   1.0E-02 12 14    6.7E-02
   1.0E-05   1.0E-02 16 16    8.2E-02
   1.0E-03   1.0E-02 16 14    6.9E-02
   1.0E-01   1.0E-02 16 16    7.5E-02
   1.0E+01   0.0E+00 0 0    0.0E+00
