lambda {Training accuracy} {Test accuracy} {Critical accuracy} {Learning rate} {Momentum}
    0.E+00 .71 .69 .63     1.E-03 .00
    1.E-05 .71 .69 .62     1.E-04 .80
    1.E-04 .72 .69 .62     1.E-03 .20
    1.E-03 .71 .69 .61     1.E-03 .40
    1.E-02 .71 .69 .63     1.E-04 .80
    1.E-01 .70 .68 .65     1.E-03 .00
    1.E+00 .68 .67 .64     1.E-04 .40
    1.E+01 .47 .46 .57     1.E-04 .40
    1.E+02 .51 .51 .51     1.E-03 .40
